Timestamp,Sensor,X,Y,Z
5254,Accelerometer 1,-9.57129,-2.27514,0.00000
5261,Accelerometer 1,-9.64974,-2.03978,0.23536
5268,Accelerometer 1,-9.49284,-2.03978,0.00000
5279,Accelerometer 1,-9.72820,-1.88288,0.23536
5297,Accelerometer 1,-9.57129,-2.03978,-0.15691
5308,Accelerometer 1,-9.25748,-2.35360,0.00000
5314,Accelerometer 1,-9.64974,-2.43205,0.00000
5321,Accelerometer 1,-9.88510,-2.27514,-0.31381
5328,Accelerometer 1,-9.64974,-2.19669,-0.39227
5335,Accelerometer 1,-9.49284,-2.27514,-0.39227
5354,Accelerometer 1,-9.72820,-1.96133,0.07845
5364,Accelerometer 1,-9.72820,-2.51050,-0.39227
5371,Accelerometer 1,-9.88510,-2.03978,0.00000
5382,Accelerometer 1,-9.57129,-2.11824,-0.39227
5389,Accelerometer 1,-9.57129,-2.11824,0.00000
5407,Accelerometer 1,-9.72820,-2.35360,-0.47072
5419,Accelerometer 1,-9.80665,-1.96133,-0.47072
5426,Accelerometer 1,-9.72820,-2.03978,0.07845
5432,Accelerometer 1,-9.88510,-2.11824,0.00000
5439,Accelerometer 1,-9.25748,-1.96133,0.00000
5446,Accelerometer 1,-9.72820,-2.11824,0.00000
5465,Accelerometer 1,-9.72820,-1.88288,0.00000
5474,Accelerometer 1,-9.64974,-2.11824,-0.39227
5481,Accelerometer 1,-9.72820,-1.96133,0.15691
5491,Accelerometer 1,-9.80665,-2.03978,-0.31381
5498,Accelerometer 1,-9.72820,-2.27514,-0.54917
5518,Accelerometer 1,-9.88510,-2.27514,0.00000
5529,Accelerometer 1,-9.80665,-2.03978,0.00000
5535,Accelerometer 1,-9.49284,-2.03978,0.00000
5542,Accelerometer 1,-9.72820,-1.72597,-0.70608
5550,Accelerometer 1,-9.57129,-1.96133,-0.31381
5567,Accelerometer 1,-9.72820,-2.43205,0.00000
5576,Accelerometer 1,-9.88510,-2.11824,-0.23536
5583,Accelerometer 1,-9.88510,-2.11824,-0.23536
5591,Accelerometer 1,-9.80665,-2.19669,-0.31381
5626,Accelerometer 1,-9.41438,-2.11824,0.15691
5637,Accelerometer 1,-9.49284,-2.11824,-0.47072
5644,Accelerometer 1,-9.64974,-2.19669,0.00000
5651,Accelerometer 1,-9.57129,-2.03978,-0.54917
5658,Accelerometer 1,-9.49284,-2.03978,0.07845
5676,Accelerometer 1,-9.57129,-1.96133,0.00000
5686,Accelerometer 1,-9.49284,-2.11824,-0.54917
5693,Accelerometer 1,-9.72820,-1.96133,0.31381
5699,Accelerometer 1,-9.57129,-2.03978,-0.39227
5706,Accelerometer 1,-9.88510,-2.19669,0.00000
5730,Accelerometer 1,-9.80665,-2.11824,0.00000
5741,Accelerometer 1,-9.80665,-2.27514,0.54917
5747,Accelerometer 1,-9.64974,-2.11824,-0.23536
5754,Accelerometer 1,-9.72820,-1.96133,-0.31381
5762,Accelerometer 1,-9.96356,-2.35360,-0.23536
5779,Accelerometer 1,-9.25748,-2.19669,-0.31381
5789,Accelerometer 1,-9.72820,-2.11824,-0.23536
5795,Accelerometer 1,-9.96356,-2.03978,-0.94144
5803,Accelerometer 1,-9.57129,-2.03978,0.00000
5810,Accelerometer 1,-9.72820,-2.19669,-0.39227
5816,Accelerometer 1,-9.72820,-2.19669,0.07845
5839,Accelerometer 1,-9.72820,-2.19669,-0.47072
5851,Accelerometer 1,-9.64974,-2.19669,0.15691
5858,Accelerometer 1,-9.57129,-2.27514,-0.78453
5864,Accelerometer 1,-9.41438,-2.03978,-0.47072
5871,Accelerometer 1,-9.80665,-2.03978,0.00000
5878,Accelerometer 1,-10.04201,-2.19669,-0.39227
5897,Accelerometer 1,-9.88510,-1.96133,-0.23536
5907,Accelerometer 1,-9.80665,-1.80442,0.00000
5913,Accelerometer 1,-9.88510,-2.11824,-0.31381
5920,Accelerometer 1,-9.88510,-2.11824,0.00000
5932,Accelerometer 1,-9.57129,-1.96133,-0.15691
5950,Accelerometer 1,-9.72820,-2.27514,0.00000
5960,Accelerometer 1,-9.80665,-2.27514,-0.23536
5967,Accelerometer 1,-9.64974,-2.19669,0.00000
5975,Accelerometer 1,-9.80665,-2.11824,0.00000
5981,Accelerometer 1,-9.80665,-2.19669,-0.31381
5988,Accelerometer 1,-9.88510,-1.96133,-0.54917
6007,Accelerometer 1,-9.72820,-2.27514,-0.47072
6018,Accelerometer 1,-9.64974,-1.72597,-0.39227
6024,Accelerometer 1,-9.72820,-2.27514,0.00000
6031,Accelerometer 1,-9.64974,-2.51050,0.00000
6042,Accelerometer 1,-9.96356,-2.19669,0.23536
6061,Accelerometer 1,-9.49284,-2.11824,-0.31381
6072,Accelerometer 1,-9.41438,-1.96133,0.00000
6078,Accelerometer 1,-9.57129,-2.03978,0.00000
6085,Accelerometer 1,-9.41438,-2.03978,0.00000
6092,Accelerometer 1,-9.64974,-2.19669,0.00000
6098,Accelerometer 1,-9.80665,-2.35360,0.00000
6117,Accelerometer 1,-9.64974,-1.96133,0.00000
6127,Accelerometer 1,-9.80665,-1.72597,0.15691
6133,Accelerometer 1,-9.64974,-2.11824,0.00000
6145,Accelerometer 1,-9.64974,-2.35360,-0.39227
6152,Accelerometer 1,-9.57129,-2.19669,0.00000
6171,Accelerometer 1,-9.96356,-2.11824,-0.23536
6181,Accelerometer 1,-9.49284,-1.96133,-0.54917
6189,Accelerometer 1,-9.72820,-2.19669,0.00000
6196,Accelerometer 1,-9.64974,-2.19669,-0.23536
6203,Accelerometer 1,-9.88510,-2.19669,-0.39227
6220,Accelerometer 1,-9.57129,-1.96133,0.39227
6230,Accelerometer 1,-9.10057,-1.96133,0.00000
6237,Accelerometer 1,-9.57129,-1.96133,0.31381
6244,Accelerometer 1,-9.64974,-1.96133,-0.15691
6255,Accelerometer 1,-9.57129,-2.27514,0.00000
6274,Accelerometer 1,-9.88510,-2.27514,-0.54917
6285,Accelerometer 1,-9.41438,-2.03978,-0.23536
6292,Accelerometer 1,-9.80665,-1.96133,0.00000
6298,Accelerometer 1,-9.64974,-2.03978,0.00000
6305,Accelerometer 1,-9.72820,-2.35360,-0.54917
6312,Accelerometer 1,-9.25748,-2.03978,-0.70608
6331,Accelerometer 1,-9.49284,-1.88288,-0.47072
6341,Accelerometer 1,-9.64974,-2.27514,-0.39227
6348,Accelerometer 1,-9.10057,-2.27514,0.23536
6360,Accelerometer 1,-9.33593,-2.03978,0.00000
6366,Accelerometer 1,-9.57129,-2.03978,0.00000
6383,Accelerometer 1,-9.80665,-2.19669,-0.70608
6394,Accelerometer 1,-9.72820,-2.19669,-0.47072
6402,Accelerometer 1,-9.57129,-2.19669,0.00000
6409,Accelerometer 1,-9.49284,-2.19669,0.00000
6415,Accelerometer 1,-9.88510,-2.19669,-0.31381
6422,Accelerometer 1,-9.57129,-2.19669,-0.62763
6441,Accelerometer 1,-9.64974,-2.27514,0.00000
6452,Accelerometer 1,-9.49284,-2.19669,-0.23536
6458,Accelerometer 1,-9.72820,-2.19669,-0.39227
6493,Accelerometer 1,-9.64974,-2.43205,-0.39227
6504,Accelerometer 1,-9.64974,-2.11824,-0.31381
6511,Accelerometer 1,-9.64974,-2.19669,0.07845
6517,Accelerometer 1,-9.80665,-2.27514,-0.54917
6524,Accelerometer 1,-9.88510,-2.03978,-0.31381
6544,Accelerometer 1,-9.80665,-2.19669,-0.62763
6554,Accelerometer 1,-9.72820,-1.72597,0.00000
6560,Accelerometer 1,-9.64974,-2.11824,-0.31381
6567,Accelerometer 1,-9.80665,-1.96133,-0.23536
6575,Accelerometer 1,-9.10057,-2.27514,0.00000
6597,Accelerometer 1,-9.72820,-1.96133,-0.23536
6607,Accelerometer 1,-9.72820,-2.03978,-0.23536
6615,Accelerometer 1,-9.72820,-1.88288,-0.15691
6622,Accelerometer 1,-9.41438,-2.03978,0.00000
6629,Accelerometer 1,-9.57129,-2.03978,-0.39227
6635,Accelerometer 1,-9.64974,-2.19669,-0.31381
6654,Accelerometer 1,-9.72820,-2.11824,0.62763
6665,Accelerometer 1,-9.57129,-2.27514,-0.31381
6672,Accelerometer 1,-9.80665,-2.11824,0.00000
6678,Accelerometer 1,-9.49284,-2.51050,-0.31381
6685,Accelerometer 1,-9.80665,-2.27514,0.00000
6708,Accelerometer 1,-9.57129,-2.27514,-0.15691
6719,Accelerometer 1,-9.64974,-2.19669,0.00000
6726,Accelerometer 1,-9.64974,-2.11824,-0.47072
6732,Accelerometer 1,-9.64974,-2.51050,-0.31381
6739,Accelerometer 1,-9.80665,-2.11824,-0.31381
6758,Accelerometer 1,-9.72820,-2.27514,-0.78453
6768,Accelerometer 1,-9.57129,-2.19669,-0.31381
6774,Accelerometer 1,-9.80665,-2.19669,-0.23536
6781,Accelerometer 1,-10.04201,-2.11824,0.00000
6789,Accelerometer 1,-9.80665,-1.96133,0.23536
6795,Accelerometer 1,-9.57129,-2.19669,0.00000
6818,Accelerometer 1,-9.57129,-2.11824,0.00000
6830,Accelerometer 1,-9.72820,-1.88288,0.00000
6837,Accelerometer 1,-9.49284,-2.03978,-0.39227
6843,Accelerometer 1,-9.88510,-2.27514,0.00000
6850,Accelerometer 1,-9.72820,-1.96133,-0.31381
6867,Accelerometer 1,-9.64974,-1.80442,0.00000
6878,Accelerometer 1,-9.49284,-2.03978,0.31381
6884,Accelerometer 1,-9.57129,-1.96133,0.00000
6891,Accelerometer 1,-9.80665,-1.80442,-0.23536
6898,Accelerometer 1,-9.57129,-2.11824,0.00000
6922,Accelerometer 1,-9.57129,-2.19669,-0.39227
6932,Accelerometer 1,-9.64974,-1.96133,-0.31381
6939,Accelerometer 1,-9.80665,-2.11824,-0.62763
6946,Accelerometer 1,-9.57129,-2.51050,-0.39227
6953,Accelerometer 1,-9.80665,-2.27514,-0.31381
6972,Accelerometer 1,-9.72820,-1.96133,0.00000
6982,Accelerometer 1,-9.72820,-2.27514,-0.54917
6988,Accelerometer 1,-9.72820,-1.96133,0.15691
6995,Accelerometer 1,-9.41438,-2.03978,0.00000
7003,Accelerometer 1,-9.88510,-2.27514,0.00000
7009,Accelerometer 1,-9.64974,-2.03978,0.00000
7031,Accelerometer 1,-9.72820,-1.80442,0.15691
7043,Accelerometer 1,-9.80665,-2.19669,-0.15691
7049,Accelerometer 1,-9.88510,-1.96133,-0.23536
7056,Accelerometer 1,-9.96356,-1.96133,0.00000
7063,Accelerometer 1,-9.41438,-2.11824,0.00000
7069,Accelerometer 1,-9.72820,-1.96133,-0.31381
7089,Accelerometer 1,-9.64974,-2.11824,-0.47072
7099,Accelerometer 1,-9.49284,-2.11824,-0.23536
7106,Accelerometer 1,-9.57129,-1.56906,0.00000
7112,Accelerometer 1,-9.49284,-2.27514,-0.07845
7123,Accelerometer 1,-9.64974,-1.88288,0.07845
7142,Accelerometer 1,-9.64974,-2.11824,0.00000
7153,Accelerometer 1,-9.72820,-2.11824,0.00000
7159,Accelerometer 1,-9.57129,-2.19669,-0.54917
7166,Accelerometer 1,-9.72820,-2.27514,0.00000
7174,Accelerometer 1,-9.10057,-2.19669,-0.15691
7180,Accelerometer 1,-9.57129,-1.96133,-0.31381
7198,Accelerometer 1,-9.80665,-1.96133,0.00000
7208,Accelerometer 1,-10.51273,-2.90277,-0.47072
7216,Accelerometer 1,-9.72820,-2.03978,0.00000
7222,Accelerometer 1,-9.25748,-1.72597,0.39227
7233,Accelerometer 1,-9.25748,-2.35360,-0.86299
7252,Accelerometer 1,-9.57129,-2.11824,0.00000
7263,Accelerometer 1,-9.88510,-2.27514,0.62763
7270,Accelerometer 1,-9.80665,-1.80442,-0.39227
7277,Accelerometer 1,-9.64974,-1.88288,-0.31381
7284,Accelerometer 1,-9.72820,-2.27514,0.00000
7302,Accelerometer 1,-9.41438,-2.03978,-0.23536
7311,Accelerometer 1,-9.88510,-2.11824,-0.54917
7318,Accelerometer 1,-9.25748,-2.27514,0.00000
7325,Accelerometer 1,-9.72820,-1.96133,-0.31381
7360,Accelerometer 1,-9.72820,-2.03978,0.00000
7371,Accelerometer 1,-9.25748,-2.27514,-0.15691
7378,Accelerometer 1,-9.88510,-1.88288,0.00000
7385,Accelerometer 1,-9.49284,-2.19669,-0.23536
7392,Accelerometer 1,-9.88510,-2.11824,0.07845
7399,Accelerometer 1,-10.04201,-2.03978,-0.31381
7417,Accelerometer 1,-10.04201,-2.11824,0.07845
7427,Accelerometer 1,-9.80665,-2.03978,-0.31381
7434,Accelerometer 1,-9.72820,-2.19669,-0.31381
7441,Accelerometer 1,-9.88510,-1.96133,0.15691
7448,Accelerometer 1,-9.41438,-2.35360,0.07845
7471,Accelerometer 1,-9.88510,-2.03978,0.00000
7482,Accelerometer 1,-9.88510,-2.27514,-0.31381
7489,Accelerometer 1,-9.17902,-2.19669,0.00000
7495,Accelerometer 1,-9.57129,-2.03978,-0.23536
7502,Accelerometer 1,-9.49284,-2.27514,0.07845
7520,Accelerometer 1,-9.64974,-2.11824,-0.31381
7530,Accelerometer 1,-9.57129,-1.88288,-0.39227
7537,Accelerometer 1,-9.96356,-2.43205,-0.70608
7543,Accelerometer 1,-9.57129,-2.03978,0.00000
7550,Accelerometer 1,-9.49284,-1.96133,0.00000
7574,Accelerometer 1,-9.41438,-2.19669,0.00000
7584,Accelerometer 1,-9.80665,-2.27514,-0.39227
7591,Accelerometer 1,-9.57129,-2.11824,-0.54917
7599,Accelerometer 1,-9.80665,-1.96133,0.00000
7606,Accelerometer 1,-9.72820,-2.03978,0.31381
7612,Accelerometer 1,-9.57129,-2.35360,-0.23536
7631,Accelerometer 1,-10.04201,-1.96133,0.00000
7641,Accelerometer 1,-10.04201,-2.27514,-0.62763
7648,Accelerometer 1,-9.72820,-2.27514,-0.62763
7655,Accelerometer 1,-9.57129,-2.11824,0.00000
7661,Accelerometer 1,-9.88510,-2.11824,-0.39227
7684,Accelerometer 1,-9.80665,-2.03978,0.23536
7695,Accelerometer 1,-9.57129,-2.03978,0.00000
7701,Accelerometer 1,-9.64974,-2.19669,0.15691
7708,Accelerometer 1,-9.96356,-2.11824,-0.47072
7715,Accelerometer 1,-9.64974,-2.35360,-0.31381
7723,Accelerometer 1,-9.64974,-2.03978,-0.31381
7742,Accelerometer 1,-9.57129,-2.03978,0.00000
7751,Accelerometer 1,-9.72820,-2.19669,0.00000
7758,Accelerometer 1,-10.04201,-2.27514,0.00000
7764,Accelerometer 1,-9.49284,-2.43205,0.00000
7776,Accelerometer 1,-10.04201,-1.88288,0.00000
7794,Accelerometer 1,-9.57129,-2.35360,-0.23536
7805,Accelerometer 1,-9.57129,-2.19669,0.00000
7812,Accelerometer 1,-9.64974,-2.27514,0.07845
7819,Accelerometer 1,-9.64974,-2.11824,0.00000
7826,Accelerometer 1,-9.64974,-2.19669,-0.54917
7832,Accelerometer 1,-9.64974,-1.88288,-0.62763
7851,Accelerometer 1,-10.04201,-2.11824,0.00000
7861,Accelerometer 1,-9.80665,-2.11824,0.00000
7868,Accelerometer 1,-9.49284,-2.43205,0.00000
7874,Accelerometer 1,-9.72820,-2.43205,-0.31381
7885,Accelerometer 1,-9.57129,-2.03978,0.00000
7905,Accelerometer 1,-9.41438,-2.19669,0.00000
7915,Accelerometer 1,-9.96356,-2.19669,-0.39227
7922,Accelerometer 1,-9.64974,-1.96133,0.00000
7929,Accelerometer 1,-9.80665,-2.19669,0.62763
7936,Accelerometer 1,-9.72820,-2.03978,-0.47072
7954,Accelerometer 1,-10.12046,-2.51050,0.00000
7963,Accelerometer 1,-9.57129,-2.11824,-0.23536
7970,Accelerometer 1,-9.88510,-2.03978,0.00000
7976,Accelerometer 1,-9.88510,-2.03978,-0.39227
7984,Accelerometer 1,-9.49284,-2.19669,0.07845
8007,Accelerometer 1,-8.94367,-2.19669,-0.54917
8018,Accelerometer 1,-9.80665,-2.11824,0.47072
8025,Accelerometer 1,-10.19892,-2.03978,0.00000
8032,Accelerometer 1,-9.57129,-1.96133,0.00000
8039,Accelerometer 1,-9.72820,-2.11824,-0.31381
8046,Accelerometer 1,-9.88510,-2.43205,0.31381
8065,Accelerometer 1,-9.57129,-2.03978,-0.23536
8074,Accelerometer 1,-9.57129,-2.11824,0.00000
8081,Accelerometer 1,-9.41438,-2.19669,0.23536
8088,Accelerometer 1,-9.41438,-2.11824,-0.15691
8099,Accelerometer 1,-9.80665,-2.19669,-0.54917
8117,Accelerometer 1,-9.41438,-2.35360,-0.23536
8128,Accelerometer 1,-9.72820,-2.19669,0.00000
8134,Accelerometer 1,-9.88510,-2.11824,-0.23536
8141,Accelerometer 1,-9.41438,-2.27514,-0.31381
8148,Accelerometer 1,-9.57129,-1.33370,0.23536
8156,Accelerometer 1,-9.64974,-1.96133,0.00000
8175,Accelerometer 1,-9.80665,-2.43205,0.00000
8184,Accelerometer 1,-9.57129,-2.19669,0.00000
8192,Accelerometer 1,-10.04201,-2.27514,-0.47072
8199,Accelerometer 1,-9.49284,-1.96133,0.00000
8232,Accelerometer 1,-9.88510,-2.11824,-0.47072
8244,Accelerometer 1,-9.49284,-1.96133,-0.39227
8251,Accelerometer 1,-9.57129,-2.03978,-0.70608
8257,Accelerometer 1,-9.80665,-2.11824,-0.31381
8264,Accelerometer 1,-9.72820,-1.88288,-0.54917
8271,Accelerometer 1,-9.57129,-2.11824,0.15691
8290,Accelerometer 1,-9.80665,-2.19669,-0.39227
8300,Accelerometer 1,-9.80665,-2.11824,0.00000
8306,Accelerometer 1,-9.49284,-2.27514,-0.31381
8313,Accelerometer 1,-9.57129,-1.56906,0.00000
8325,Accelerometer 1,-10.04201,-2.03978,-0.54917
8342,Accelerometer 1,-9.80665,-2.43205,-0.31381
8353,Accelerometer 1,-9.64974,-2.43205,-0.78453
8360,Accelerometer 1,-9.33593,-2.19669,-0.39227
8368,Accelerometer 1,-9.64974,-2.43205,-0.54917
8374,Accelerometer 1,-9.72820,-2.03978,-0.15691
8381,Accelerometer 1,-9.49284,-1.72597,0.00000
8398,Accelerometer 1,-9.57129,-2.19669,-0.23536
8409,Accelerometer 1,-9.57129,-2.35360,-0.23536
8415,Accelerometer 1,-9.49284,-2.35360,0.07845
8422,Accelerometer 1,-9.72820,-2.27514,0.00000
8437,Accelerometer 1,-9.57129,-2.19669,-0.23536
8456,Accelerometer 1,-9.96356,-2.03978,-0.31381
8466,Accelerometer 1,-9.72820,-1.88288,-1.09834
8473,Accelerometer 1,-9.72820,-2.03978,-0.31381
8480,Accelerometer 1,-9.80665,-2.19669,0.15691
8486,Accelerometer 1,-9.80665,-2.19669,-0.39227
8505,Accelerometer 1,-9.80665,-2.19669,0.00000
8514,Accelerometer 1,-9.64974,-1.80442,0.00000
8521,Accelerometer 1,-9.72820,-1.96133,-0.23536
8528,Accelerometer 1,-9.72820,-2.27514,-0.23536
8539,Accelerometer 1,-9.17902,-2.35360,0.00000
8558,Accelerometer 1,-9.64974,-2.43205,-0.54917
8569,Accelerometer 1,-9.41438,-2.43205,0.15691
8576,Accelerometer 1,-9.41438,-2.19669,0.00000
8583,Accelerometer 1,-9.80665,-2.03978,0.00000
8590,Accelerometer 1,-9.80665,-2.03978,0.00000
8607,Accelerometer 1,-9.57129,-2.03978,-0.31381
8617,Accelerometer 1,-9.57129,-2.27514,-0.47072
8624,Accelerometer 1,-9.41438,-2.11824,0.07845
8631,Accelerometer 1,-9.25748,-2.19669,-0.47072
8638,Accelerometer 1,-9.80665,-2.03978,0.00000
8660,Accelerometer 1,-9.64974,-2.19669,-0.23536
8672,Accelerometer 1,-9.64974,-1.96133,-0.31381
8679,Accelerometer 1,-9.64974,-2.03978,-0.54917
8686,Accelerometer 1,-9.80665,-2.03978,-0.23536
8692,Accelerometer 1,-9.49284,-2.03978,-0.23536
8699,Accelerometer 1,-9.57129,-2.35360,0.00000
8718,Accelerometer 1,-9.57129,-2.51050,-0.78453
8728,Accelerometer 1,-9.49284,-2.11824,-0.39227
8735,Accelerometer 1,-9.57129,-2.19669,-0.39227
8741,Accelerometer 1,-9.64974,-2.11824,0.00000
8753,Accelerometer 1,-9.72820,-2.19669,-0.23536
8771,Accelerometer 1,-9.72820,-2.43205,-0.31381
8781,Accelerometer 1,-9.49284,-2.35360,0.07845
8788,Accelerometer 1,-9.49284,-2.19669,0.00000
8796,Accelerometer 1,-9.57129,-2.11824,-0.62763
8803,Accelerometer 1,-9.57129,-1.96133,-0.23536
8809,Accelerometer 1,-9.41438,-2.11824,0.00000
8828,Accelerometer 1,-9.72820,-2.11824,-0.23536
8839,Accelerometer 1,-9.64974,-2.11824,0.00000
8846,Accelerometer 1,-9.02212,-2.35360,0.00000
8852,Accelerometer 1,-9.72820,-2.03978,0.00000
8863,Accelerometer 1,-9.64974,-2.35360,0.00000
8882,Accelerometer 1,-9.64974,-2.27514,-0.47072
8893,Accelerometer 1,-9.88510,-1.88288,0.00000
8899,Accelerometer 1,-9.80665,-2.03978,-0.39227
8906,Accelerometer 1,-10.04201,-2.03978,-0.31381
8913,Accelerometer 1,-9.72820,-2.19669,0.00000
8920,Accelerometer 1,-9.57129,-2.27514,0.00000
8938,Accelerometer 1,-9.41438,-2.19669,0.00000
8948,Accelerometer 1,-9.57129,-2.11824,-0.31381
8954,Accelerometer 1,-9.64974,-2.51050,-0.47072
8966,Accelerometer 1,-9.41438,-1.80442,0.00000
8973,Accelerometer 1,-9.57129,-1.96133,-0.31381
8992,Accelerometer 1,-9.72820,-2.27514,-0.31381
9003,Accelerometer 1,-9.49284,-1.96133,-0.54917
9010,Accelerometer 1,-9.72820,-2.35360,0.00000
9017,Accelerometer 1,-9.57129,-2.43205,-0.39227
9024,Accelerometer 1,-9.88510,-2.35360,0.00000
9041,Accelerometer 1,-9.72820,-1.56906,0.47072
9051,Accelerometer 1,-9.80665,-1.96133,0.15691
9058,Accelerometer 1,-9.72820,-2.19669,0.00000
9065,Accelerometer 1,-9.80665,-1.96133,0.00000
9100,Accelerometer 1,-9.57129,-2.27514,-0.47072
9111,Accelerometer 1,-9.64974,-2.03978,-0.31381
9118,Accelerometer 1,-9.57129,-2.11824,-0.47072
9124,Accelerometer 1,-9.49284,-2.11824,-0.31381
9132,Accelerometer 1,-9.88510,-2.27514,0.00000
9150,Accelerometer 1,-9.80665,-1.96133,0.23536
9160,Accelerometer 1,-9.64974,-2.03978,-0.31381
9166,Accelerometer 1,-9.80665,-2.11824,-0.39227
9174,Accelerometer 1,-9.96356,-2.27514,0.00000
9181,Accelerometer 1,-9.49284,-1.88288,0.00000
9187,Accelerometer 1,-9.72820,-2.11824,0.00000
9210,Accelerometer 1,-9.49284,-2.19669,-0.31381
9222,Accelerometer 1,-10.04201,-1.96133,-0.31381
9229,Accelerometer 1,-9.88510,-2.19669,-0.23536
9235,Accelerometer 1,-9.88510,-2.35360,0.00000
9242,Accelerometer 1,-9.88510,-1.80442,0.00000
9260,Accelerometer 1,-9.80665,-2.19669,-0.47072
9270,Accelerometer 1,-9.57129,-2.03978,-0.31381
9277,Accelerometer 1,-9.57129,-2.27514,0.00000
9283,Accelerometer 1,-9.49284,-1.88288,0.00000
9290,Accelerometer 1,-9.88510,-2.27514,-0.23536
9314,Accelerometer 1,-9.33593,-2.11824,0.15691
9324,Accelerometer 1,-9.72820,-2.27514,0.00000
9331,Accelerometer 1,-9.10057,-2.19669,-0.31381
9338,Accelerometer 1,-9.80665,-2.27514,-0.23536
9345,Accelerometer 1,-9.10057,-2.19669,-0.31381
9364,Accelerometer 1,-9.64974,-2.27514,0.00000
9373,Accelerometer 1,-9.25748,-2.35360,-0.23536
9380,Accelerometer 1,-9.49284,-2.27514,-0.31381
9388,Accelerometer 1,-9.64974,-2.43205,-0.39227
9395,Accelerometer 1,-9.57129,-1.96133,-0.39227
9401,Accelerometer 1,-10.04201,-1.72597,-0.31381
9423,Accelerometer 1,-9.88510,-1.72597,-0.47072
9435,Accelerometer 1,-9.80665,-2.11824,0.00000
9441,Accelerometer 1,-9.17902,-2.19669,-0.78453
9448,Accelerometer 1,-9.57129,-1.96133,-0.23536
9455,Accelerometer 1,-9.72820,-2.19669,0.00000
9461,Accelerometer 1,-9.57129,-1.96133,0.00000
9481,Accelerometer 1,-9.57129,-2.03978,-0.47072
9491,Accelerometer 1,-9.49284,-2.43205,-0.54917
9498,Accelerometer 1,-9.41438,-2.19669,-0.31381
9504,Accelerometer 1,-9.88510,-1.96133,0.00000
9516,Accelerometer 1,-9.80665,-2.27514,-0.39227
9534,Accelerometer 1,-9.72820,-2.27514,-0.62763
9545,Accelerometer 1,-10.04201,-1.96133,-0.47072
9552,Accelerometer 1,-9.88510,-2.27514,-0.31381
9560,Accelerometer 1,-9.96356,-1.88288,-0.47072
9566,Accelerometer 1,-9.72820,-1.88288,-0.23536
9573,Accelerometer 1,-10.04201,-1.88288,0.00000
9591,Accelerometer 1,-9.80665,-2.03978,0.31381
9601,Accelerometer 1,-9.72820,-1.88288,0.31381
9608,Accelerometer 1,-9.41438,-2.03978,0.00000
9615,Accelerometer 1,-9.80665,-1.88288,0.62763
9625,Accelerometer 1,-9.96356,-1.80442,0.00000
9645,Accelerometer 1,-9.72820,-2.11824,-0.31381
9656,Accelerometer 1,-9.10057,-2.19669,-0.31381
9663,Accelerometer 1,-9.41438,-2.19669,-0.47072
9669,Accelerometer 1,-9.57129,-2.19669,0.00000
9676,Accelerometer 1,-9.57129,-2.35360,-0.62763
9694,Accelerometer 1,-9.41438,-2.27514,-0.47072
9704,Accelerometer 1,-9.88510,-1.88288,-0.54917
9711,Accelerometer 1,-9.88510,-2.03978,-0.31381
9717,Accelerometer 1,-9.49284,-1.80442,-0.39227
9730,Accelerometer 1,-9.49284,-2.03978,-0.31381
9748,Accelerometer 1,-9.49284,-2.35360,-0.31381
9759,Accelerometer 1,-9.80665,-1.96133,0.78453
9765,Accelerometer 1,-9.41438,-1.96133,-0.23536
9773,Accelerometer 1,-9.88510,-2.11824,-0.47072
9780,Accelerometer 1,-9.64974,-2.27514,0.00000
9786,Accelerometer 1,-9.57129,-2.03978,0.00000
9805,Accelerometer 1,-9.57129,-1.96133,0.31381
9815,Accelerometer 1,-9.72820,-1.96133,0.15691
9822,Accelerometer 1,-9.49284,-2.03978,-0.23536
9829,Accelerometer 1,-9.64974,-1.88288,0.00000
9840,Accelerometer 1,-9.49284,-2.19669,0.00000
9858,Accelerometer 1,-9.72820,-2.11824,-0.62763
9869,Accelerometer 1,-9.88510,-1.96133,-0.39227
9875,Accelerometer 1,-10.04201,-2.35360,0.00000
9882,Accelerometer 1,-9.96356,-2.19669,-0.62763
9889,Accelerometer 1,-9.88510,-1.96133,0.00000
9895,Accelerometer 1,-10.04201,-2.11824,-0.47072
9915,Accelerometer 1,-9.72820,-1.96133,0.00000
9925,Accelerometer 1,-9.64974,-2.43205,-0.54917
9932,Accelerometer 1,-9.80665,-2.03978,-0.47072
9967,Accelerometer 1,-9.33593,-2.35360,0.00000
9977,Accelerometer 1,-9.49284,-1.88288,-0.47072
9985,Accelerometer 1,-9.57129,-1.64752,0.00000
9992,Accelerometer 1,-9.57129,-2.03978,0.00000
9998,Accelerometer 1,-9.72820,-2.19669,0.00000
10005,Accelerometer 1,-9.64974,-2.19669,0.00000
10024,Accelerometer 1,-9.57129,-1.96133,-0.62763
10034,Accelerometer 1,-9.49284,-1.96133,-0.39227
10041,Accelerometer 1,-9.49284,-2.43205,0.00000
10048,Accelerometer 1,-9.88510,-2.35360,0.00000
10054,Accelerometer 1,-9.88510,-2.19669,0.07845
10078,Accelerometer 1,-9.10057,-2.03978,0.00000
10088,Accelerometer 1,-9.72820,-2.27514,0.00000
10095,Accelerometer 1,-9.72820,-2.03978,-0.15691
10102,Accelerometer 1,-9.49284,-2.11824,0.00000
10108,Accelerometer 1,-9.72820,-2.19669,0.00000
10116,Accelerometer 1,-9.64974,-2.27514,-0.15691
